iter	RMSE
410	5.18704407
411	5.186409955
412	5.1856637
413	5.18435954
414	5.182654338
415	5.181990481
416	5.180975299
417	5.179276325
418	5.178216206
419	5.176618411
420	5.175214022
421	5.174259132
422	5.173301223
423	5.172777285
424	5.17147289
425	5.170572317
426	5.169721787
427	5.16903027
428	5.168039914
429	5.167162701
430	5.165557595
431	5.164738585
432	5.163924432
433	5.163611305
434	5.162600764
435	5.161046452
436	5.160129099
437	5.159068934
438	5.158065443
439	5.157669613
440	5.156961554
441	5.156258928
442	5.155258497
443	5.154440561
444	5.154042408
445	5.152587956
446	5.151827073
447	5.150891383
448	5.149546054
449	5.148301367
450	5.147840535
451	5.146316958
452	5.145127177
453	5.144162938
454	5.143448639
455	5.142898466
456	5.141489605
457	5.140337159
458	5.139712266
459	5.138825402
460	5.138449027
461	5.1377244
462	5.137091796
463	5.136183797
464	5.135408162
465	5.134817917
466	5.133805838
467	5.132967533
468	5.132373756
469	5.131775098
470	5.131254137
471	5.130773667
472	5.129826542
473	5.129117216
474	5.128222174
475	5.126906223
476	5.126455745
477	5.125384854
478	5.124689039
479	5.124045278
480	5.123114748
481	5.122275657
482	5.121545499
483	5.120456811
484	5.119813784
485	5.119272944
486	5.117607623
487	5.116549783
488	5.115364917
489	5.114954523
490	5.114445309
491	5.113758074
492	5.113224875
493	5.112289778
494	5.111103986
495	5.110056302
496	5.109455369
497	5.108898253
498	5.108357235
499	5.107300129
500	5.106320448
501	5.105667165
502	5.105095111
503	5.10432621
504	5.103606482
505	5.102796859
506	5.102214457
507	5.101136696
508	5.100343449
509	5.099988249
510	5.099067156
511	5.098209819
512	5.097396449
513	5.096552981
514	5.096031451
515	5.095296249
516	5.094794957
517	5.093573865
518	5.092987642
519	5.092256968
520	5.091916084
521	5.091464273
522	5.090546371
523	5.089820495
524	5.089052783
525	5.088409531
526	5.087783693
527	5.087575292
528	5.086500788
529	5.085650654
530	5.08528838
531	5.084247619
532	5.083893983
533	5.083287009
534	5.08266204
535	5.08224228
536	5.081600682
537	5.081402936
538	5.080593326
539	5.080003889
540	5.079277588
541	5.078861775
542	5.078268812
543	5.077884336
544	5.077368729
545	5.076379453
546	5.075615105
547	5.074430278
548	5.073584753
549	5.073393419
550	5.072858265
551	5.07194908
552	5.071448277
553	5.070977934
554	5.070345473
555	5.070089346
556	5.069596665
557	5.069058386
558	5.068248293
559	5.067707383
560	5.067159102
561	5.0659996
562	5.064663195
563	5.063684045
564	5.063391012
565	5.062600671
566	5.061894582
567	5.061295755
568	5.060588058
569	5.059595964
570	5.059419758
571	5.05891906
572	5.058165194
573	5.057586208
574	5.056716102
575	5.056195924
576	5.055239483
577	5.054867704
578	5.053859329
579	5.05364532
580	5.053221723
581	5.052515886
582	5.052040467
583	5.051275363
584	5.050597857
585	5.049785524
586	5.049109392
587	5.048458785
588	5.047580303
589	5.047077683
590	5.046702715
591	5.046339895
592	5.045803241
593	5.044978096
594	5.043910107
595	5.042906548
596	5.042230198
597	5.041790418
598	5.040885051
599	5.040588633
600	5.039652082
601	5.038746228
602	5.038085997
603	5.037808038
604	5.037301585
605	5.036350797
606	5.035898513
607	5.035008111
608	5.034329924
609	5.033448488
610	5.033112321
611	5.032267109
612	5.031469749
613	5.03084014
614	5.030076449
615	5.029444018
616	5.02886327
617	5.028228377
618	5.026858438
619	5.026033731
620	5.025811997
621	5.025280519
622	5.024969032
623	5.024223749
624	5.023649923
625	5.023175525
626	5.022519189
627	5.021988073
628	5.021479684
629	5.021076444
630	5.02044424
631	5.020117941
632	5.019534514
633	5.018987712
634	5.018138659
635	5.017378675
636	5.017075612
637	5.016619119
638	5.015344951
639	5.014165755
640	5.013356189
641	5.012875268
642	5.01238131
643	5.01199865
644	5.011653616
645	5.011295771
646	5.010932506
647	5.010490483
648	5.009691522
649	5.009181766
650	5.008617663
651	5.008017099
652	5.007516768
653	5.007164368
654	5.006734541
655	5.005644408
656	5.005008989
657	5.004649442
658	5.00447808
659	5.003627931
660	5.003063675
661	5.002700869
662	5.002528658
663	5.001932355
664	5.001656343
665	5.001489619
666	5.000697857
667	5.000205764
668	4.999463101
669	4.99912738
670	4.998293742
671	4.997804511
672	4.997643519
673	4.997155434
674	4.9964828
675	4.995954006
676	4.995695155
677	4.99522487
678	4.994754703
679	4.994472339
680	4.993755748
681	4.993424306
682	4.992822584
683	4.992028772
684	4.99135434
685	4.990841774
686	4.990524171
687	4.990065294
688	4.989620188
689	4.989229688
690	4.988979072
691	4.988298915
692	4.988023226
693	4.987693501
694	4.987520339
695	4.986743557
696	4.985964834
697	4.985537776
698	4.985134403
699	4.984767751
700	4.984042279
701	4.98388904
702	4.983594244
703	4.983039021
704	4.982572997
705	4.982290833
706	4.981892468
707	4.98106049
708	4.980643213
709	4.980013352
710	4.979474515
711	4.978940394
712	4.978209046
713	4.977711052
714	4.977411849
715	4.977056363
716	4.97659229
717	4.975864402
718	4.975344824
719	4.974945024
720	4.974609698
721	4.973815186
722	4.973380066
723	4.973057814
724	4.972693099
725	4.97227297
726	4.971425506
727	4.970969058
728	4.970288669
729	4.96963234
730	4.969126048
731	4.968839482
732	4.968236678
733	4.967659737
734	4.966989169
735	4.966506582
736	4.966084765
737	4.964888904
738	4.964243195
739	4.963867153
740	4.963629871
741	4.96324701
742	4.96279804
743	4.9623391
744	4.961875612
745	4.961341948
746	4.960954158
747	4.960681821
748	4.960402056
749	4.959602048
750	4.959403417
751	4.959056606
752	4.95870624
753	4.958365147
754	4.957864104
755	4.957258973
756	4.95669984
757	4.956308215
758	4.956040459
759	4.955542161
760	4.954870061
761	4.954572941
762	4.954173874
763	4.953906119
764	4.953281155
765	4.952945323
766	4.952698613
767	4.952289514
768	4.95195391
769	4.951390224
770	4.950737845
771	4.95033038
772	4.949772483
773	4.949309579
774	4.948860842
775	4.948669211
776	4.948396365
777	4.947822346
778	4.947355494
779	4.946589924
780	4.9462168
781	4.945895787
782	4.945383569
783	4.944956382
784	4.944819068
785	4.944585937
786	4.94414904
787	4.943519539
788	4.943001187
789	4.942550443
790	4.941949628
791	4.94167682
792	4.941255748
793	4.940561856
794	4.939425316
795	4.938974109
796	4.938313413
797	4.937937101
798	4.937331744
799	4.93668892
800	4.936250877
801	4.935682168
802	4.934981855
803	4.934449226
804	4.93397879
805	4.933361394
806	4.93303499
807	4.932782969
808	4.932266001
809	4.93159405
810	4.931351253
811	4.931035033
812	4.930791188
813	4.93051474
814	4.929974297
815	4.929732496
816	4.929427568
817	4.929210781
818	4.928653837
819	4.928127744
820	4.927883896
821	4.927282628
822	4.926903671
823	4.926673404
824	4.926354966
825	4.925939337
826	4.925668886
827	4.925456757
828	4.924949783
829	4.924224487
830	4.923862504
831	4.923627316
832	4.923078135
833	4.922547786
834	4.921834932
835	4.921542444
836	4.920971546
837	4.920520923
838	4.920189206
839	4.919797933
840	4.919463443
841	4.91900589
842	4.918545412
843	4.9180787
844	4.917742448
845	4.917458759
846	4.916811687
847	4.91631375
848	4.915236962
849	4.914855234
850	4.914344678
851	4.913698209
852	4.913438402
853	4.912883161
854	4.912513435
855	4.912392612
856	4.912057912
857	4.911523165
858	4.91125385
859	4.910827229
860	4.910512631
861	4.910000161
862	4.909612202
863	4.909192018
864	4.908967275
865	4.908472941
866	4.908271229
867	4.907751641
868	4.907083999
869	4.906776234
870	4.906543288
871	4.906146248
872	4.905628665
873	4.90517337
874	4.90479087
875	4.904311659
876	4.903819069
877	4.903335397
878	4.902963943
879	4.902520647
880	4.902105132
881	4.90190643
882	4.901521985
883	4.900952356
884	4.900589918
885	4.900400294
886	4.900140542
887	4.899961863
888	4.899779499
889	4.899121823
890	4.898643961
891	4.898282256
892	4.897896185
893	4.897622228
894	4.897385846
895	4.897147236
896	4.89659576
897	4.896122853
898	4.895998493
899	4.895783769
900	4.895440298
901	4.89508141
902	4.89486777
903	4.894742219
904	4.894451508
905	4.894142338
906	4.893691878
907	4.893414996
908	4.892890795
909	4.892433651
910	4.8920164
911	4.891841288
912	4.891465999
913	4.890958438
914	4.890525204
915	4.89041062
916	4.890121484
917	4.889460031
918	4.889012768
919	4.888818026
920	4.888386948
921	4.888122905
922	4.887671101
923	4.887409791
924	4.887040082
925	4.886802811
926	4.886320634
927	4.885960627
928	4.885610219
929	4.88507238
930	4.88479263
931	4.884608077
932	4.88403158
933	4.883667687
934	4.883215617
935	4.88280223
936	4.882468004
937	4.881675328
938	4.881452996
939	4.880839249
940	4.880168848
941	4.879824483
942	4.879586905
943	4.879336331
944	4.878911206
945	4.878405097
946	4.877978399
947	4.877357687
948	4.876958027
949	4.876420016
950	4.875969309
951	4.87575211
952	4.87543011
953	4.87529285
954	4.87481278
955	4.87450483
956	4.874192048
957	4.874003144
958	4.873708974
959	4.873471347
960	4.872966379
961	4.872532021
962	4.872354029
963	4.872104064
964	4.871540435
965	4.871110937
966	4.870883908
967	4.870641369
968	4.870365264
969	4.869968404
970	4.869562414
971	4.869305552
972	4.868986629
973	4.8685007
974	4.868196969
975	4.867913854
976	4.867750115
977	4.867484702
978	4.86703683
979	4.866800121
980	4.86638563
981	4.866139296
982	4.865583494
983	4.86527651
984	4.865161201
985	4.86495509
986	4.864555198
987	4.864359904
988	4.863982691
989	4.86381425
990	4.863686643
991	4.863333159
992	4.862943793
993	4.862917116
994	4.862398477
995	4.862048175
996	4.861743848
997	4.861510432
998	4.860952743
999	4.860630289
