iter	Passed	Remaining
188	60	257
189	60	257
190	60	257
191	61	257
192	61	256
193	61	256
194	62	256
195	62	256
196	62	255
197	63	255
198	63	255
199	63	254
200	63	254
201	64	253
202	64	253
203	64	253
204	65	252
205	65	252
206	65	252
207	66	252
208	66	252
209	66	252
210	67	251
211	67	251
212	67	251
213	68	250
214	68	250
215	68	250
216	69	250
217	69	249
218	69	249
219	70	249
220	70	248
221	70	248
222	71	247
223	71	247
224	71	246
225	71	246
226	72	245
227	72	245
228	72	245
229	73	245
230	73	244
231	73	244
232	74	244
233	74	243
234	74	243
235	75	243
236	75	242
237	75	242
238	75	241
239	76	241
240	76	240
241	76	240
242	77	240
243	77	239
244	77	239
245	77	238
246	78	238
247	78	237
248	78	237
249	79	237
250	79	236
251	79	236
252	79	236
253	80	236
254	80	235
255	81	235
256	81	235
257	81	235
258	82	234
259	82	234
260	82	234
261	83	233
262	83	233
263	83	233
264	84	232
265	84	232
266	84	232
267	84	232
268	85	231
269	85	231
270	85	230
271	86	230
272	86	230
273	86	229
274	87	229
275	87	229
276	87	229
277	88	228
278	88	228
279	88	228
280	89	228
281	89	227
282	89	227
283	90	227
284	90	226
285	90	226
286	91	226
287	91	225
288	91	225
289	91	225
290	92	224
291	92	224
292	92	224
293	93	223
294	93	223
295	93	223
296	94	222
297	94	222
298	94	222
299	95	221
300	95	221
301	95	221
302	96	221
303	96	220
304	96	220
305	97	220
306	97	219
307	97	219
308	97	218
309	98	218
310	98	218
311	98	217
312	98	217
313	99	216
314	99	216
315	99	215
316	100	215
317	100	215
318	100	215
319	101	214
320	101	214
321	101	214
322	102	214
323	102	213
324	102	213
325	103	213
326	103	212
327	103	212
328	103	211
329	104	211
330	104	211
331	104	210
332	105	210
333	105	210
334	105	209
335	105	209
336	106	209
337	106	208
338	106	208
339	107	207
340	107	207
341	107	207
342	108	207
343	108	206
344	108	206
345	109	206
346	109	206
347	109	205
348	110	205
349	110	204
350	110	204
351	110	204
352	111	203
353	111	203
354	111	203
355	112	202
356	112	202
357	112	202
358	112	201
359	113	201
360	113	200
361	113	200
362	114	200
363	114	199
364	114	199
365	115	199
366	115	199
367	115	198
368	116	198
369	116	198
370	116	197
371	117	197
372	117	197
373	117	196
374	118	196
375	118	196
376	118	196
377	118	195
378	119	195
379	119	195
380	119	194
381	120	194
382	120	194
383	120	194
384	121	193
385	121	193
386	121	193
387	122	192
388	122	192
389	122	192
390	123	192
391	123	191
392	123	191
393	124	190
394	124	190
395	124	190
396	125	189
397	125	189
398	125	189
399	125	188
400	126	188
401	126	188
402	126	187
403	127	187
404	127	187
405	127	186
406	128	186
407	128	186
408	128	186
409	129	185
410	129	185
411	129	185
412	130	184
413	130	184
414	130	184
415	131	184
416	131	183
417	131	183
418	132	183
419	132	182
420	132	182
421	133	182
422	133	181
423	133	181
424	133	181
425	134	180
426	134	180
427	134	180
428	135	179
429	135	179
430	135	179
431	136	179
432	136	178
433	136	178
434	137	178
435	137	178
436	137	177
437	138	177
438	138	177
439	138	176
440	139	176
441	139	176
442	139	175
443	140	175
444	140	175
445	140	174
446	141	174
447	141	174
448	141	173
449	141	173
450	142	173
451	142	172
452	142	172
453	143	172
454	143	171
455	143	171
456	144	171
457	144	171
458	144	170
459	145	170
460	145	170
461	145	169
462	146	169
463	146	169
464	146	168
465	147	168
466	147	168
467	147	167
468	147	167
469	148	167
470	148	166
471	148	166
472	149	166
473	149	165
474	149	165
475	150	165
476	150	165
477	150	164
478	151	164
479	151	164
480	151	163
481	152	163
482	152	163
483	152	162
484	153	162
485	153	162
486	153	161
487	154	161
488	154	161
489	154	160
490	154	160
491	155	160
492	155	159
493	155	159
494	156	159
495	156	158
496	156	158
497	157	158
498	157	158
499	157	157
500	158	157
501	158	157
502	158	156
503	159	156
504	159	156
505	159	155
506	160	155
507	160	155
508	160	155
509	161	154
510	161	154
511	161	154
512	161	153
513	162	153
514	162	153
515	162	152
516	163	152
517	163	152
518	163	151
519	164	151
520	164	151
521	164	151
522	165	150
523	165	150
524	165	150
525	166	149
526	166	149
527	166	149
528	167	148
529	167	148
530	167	148
531	168	147
532	168	147
533	168	147
534	168	146
535	169	146
536	169	146
537	169	145
538	170	145
539	170	145
540	170	144
541	171	144
542	171	144
543	171	144
544	172	143
545	172	143
546	172	143
547	173	142
548	173	142
549	173	142
550	173	141
551	174	141
552	174	141
553	174	140
554	175	140
555	175	140
556	175	139
557	176	139
558	176	139
559	176	138
560	177	138
561	177	138
562	177	137
563	177	137
564	178	137
565	178	137
566	179	136
567	179	136
568	179	136
569	180	135
570	180	135
571	180	135
572	181	134
573	181	134
574	181	134
575	182	134
576	182	133
577	182	133
578	182	133
579	183	132
580	183	132
581	183	132
582	184	131
583	184	131
584	185	131
585	185	130
586	185	130
587	186	130
588	186	130
589	186	129
590	187	129
591	187	129
592	187	128
593	187	128
594	188	128
595	188	127
596	188	127
597	189	127
598	189	126
599	189	126
600	189	126
601	190	125
602	190	125
603	190	125
604	191	124
605	191	124
606	191	124
607	192	123
608	192	123
609	192	123
610	193	122
611	193	122
612	193	122
613	194	122
614	194	121
615	195	121
616	195	121
617	195	120
618	196	120
619	196	120
620	196	120
621	197	119
622	197	119
623	197	119
624	197	118
625	198	118
626	198	118
627	198	117
628	199	117
629	199	117
630	199	116
631	200	116
632	200	116
633	200	115
634	201	115
635	201	115
636	201	115
637	202	114
638	202	114
639	202	114
640	202	113
641	203	113
642	203	112
643	203	112
644	203	112
645	204	111
646	204	111
647	204	111
648	205	110
649	205	110
650	205	110
651	205	109
652	206	109
653	206	109
654	207	109
655	207	108
656	207	108
657	207	108
658	208	107
659	208	107
660	208	107
661	209	106
662	209	106
663	209	106
664	210	105
665	210	105
666	210	105
667	211	104
668	211	104
669	211	104
670	212	104
671	212	103
672	212	103
673	213	103
674	213	102
675	213	102
676	214	102
677	214	101
678	214	101
679	215	101
680	215	100
681	215	100
682	216	100
683	216	100
684	216	99
685	217	99
686	217	99
687	217	98
688	217	98
689	218	98
690	218	97
691	218	97
692	219	97
693	219	96
694	219	96
695	219	96
696	220	95
697	220	95
698	221	95
699	221	94
700	221	94
701	221	94
702	222	93
703	222	93
704	222	93
705	223	92
706	223	92
707	223	92
708	224	91
709	224	91
710	224	91
711	224	90
712	225	90
713	225	90
714	225	89
715	226	89
716	226	89
717	226	89
718	226	88
719	227	88
720	227	88
721	228	87
722	228	87
723	228	87
724	229	86
725	229	86
726	229	86
727	230	85
728	230	85
729	230	85
730	231	85
731	231	84
732	231	84
733	231	84
734	232	83
735	232	83
736	232	83
737	233	82
738	233	82
739	233	82
740	234	81
741	234	81
742	234	81
743	235	80
744	235	80
745	235	80
746	236	79
747	236	79
748	236	79
749	237	79
750	237	78
751	237	78
752	237	78
753	238	77
754	238	77
755	238	77
756	238	76
757	239	76
758	239	76
759	239	75
760	240	75
761	240	75
762	240	74
763	240	74
764	241	74
765	241	73
766	241	73
767	242	73
768	242	72
769	242	72
770	243	72
771	243	71
772	243	71
773	244	71
774	244	70
775	244	70
776	244	70
777	245	69
778	245	69
779	245	69
780	246	69
781	246	68
782	246	68
783	246	68
784	247	67
785	247	67
786	247	67
787	248	66
788	248	66
789	248	66
790	249	65
791	249	65
792	249	65
793	250	64
794	250	64
795	250	64
796	251	63
797	251	63
798	251	63
799	252	63
800	252	62
801	252	62
802	252	62
803	253	61
804	253	61
805	253	61
806	253	60
807	254	60
808	254	60
809	254	59
810	255	59
811	255	59
812	255	58
813	256	58
814	256	58
815	256	57
816	256	57
817	257	57
818	257	56
819	257	56
820	258	56
821	258	55
822	258	55
823	259	55
824	259	55
825	259	54
826	259	54
827	260	54
828	260	53
829	260	53
830	261	53
831	261	52
832	262	52
833	262	52
834	262	51
835	263	51
836	263	51
837	264	51
838	264	50
839	264	50
840	265	50
841	265	49
842	265	49
843	266	49
844	266	48
845	266	48
846	267	48
847	267	47
848	267	47
849	267	47
850	268	46
851	268	46
852	268	46
853	269	46
854	269	45
855	269	45
856	270	45
857	270	44
858	271	44
859	271	44
860	271	43
861	271	43
862	272	43
863	272	42
864	272	42
865	273	42
866	273	41
867	273	41
868	273	41
869	274	40
870	274	40
871	274	40
872	275	40
873	275	39
874	276	39
875	276	39
876	276	38
877	277	38
878	277	38
879	278	37
880	278	37
881	279	37
882	279	37
883	280	36
884	280	36
885	280	36
886	281	35
887	281	35
888	281	35
889	281	34
890	282	34
891	282	34
892	282	33
893	282	33
894	283	33
895	283	32
896	284	32
897	284	32
898	284	32
899	285	31
900	285	31
901	286	31
902	286	30
903	286	30
904	287	30
905	287	29
906	287	29
907	288	29
908	288	28
909	288	28
910	288	28
911	289	27
912	289	27
913	289	27
914	289	26
915	290	26
916	290	26
917	290	25
918	291	25
919	291	25
920	291	25
921	292	24
922	292	24
923	292	24
924	293	23
925	293	23
926	293	23
927	294	22
928	294	22
929	294	22
930	295	21
931	295	21
932	295	21
933	296	20
934	296	20
935	296	20
936	297	19
937	297	19
938	297	19
939	298	19
940	298	18
941	298	18
942	299	18
943	299	17
944	299	17
945	300	17
946	300	16
947	300	16
948	301	16
949	301	15
950	301	15
951	302	15
952	302	14
953	302	14
954	303	14
955	303	13
956	303	13
957	304	13
958	304	13
959	304	12
960	305	12
961	305	12
962	306	11
963	306	11
964	306	11
965	307	10
966	307	10
967	307	10
968	307	9
969	308	9
970	308	9
971	308	8
972	309	8
973	309	8
974	309	7
975	309	7
976	310	7
977	310	6
978	310	6
979	311	6
980	311	6
981	312	5
982	312	5
983	312	5
984	313	4
985	313	4
986	314	4
987	314	3
988	314	3
989	315	3
990	315	2
991	315	2
992	316	2
993	316	1
994	316	1
995	317	1
996	317	0
997	317	0
998	318	0
999	318	0
