iter	RMSE
341	5.023226915
342	5.022793685
343	5.021243458
344	5.019440307
345	5.016988854
346	5.014733917
347	5.014167246
348	5.012973972
349	5.010863143
350	5.0094373
351	5.006678136
352	5.004143678
353	5.002479601
354	5.001983362
355	4.999201665
356	4.997979887
357	4.996290039
358	4.993424769
359	4.992263457
360	4.991678611
361	4.989420417
362	4.988071154
363	4.987601413
364	4.984552648
365	4.982814605
366	4.981189023
367	4.979094198
368	4.977942753
369	4.977062581
370	4.975719266
371	4.975253662
372	4.973585167
373	4.97280913
374	4.971543351
375	4.970067305
376	4.968625929
377	4.966757334
378	4.965480355
379	4.963855879
380	4.96340057
381	4.961924733
382	4.960175477
383	4.958817855
384	4.957757525
385	4.957363435
386	4.956944751
387	4.955742675
388	4.954981812
389	4.953764377
390	4.953397769
391	4.952509613
392	4.952113426
393	4.950848096
394	4.949109041
395	4.9476911
396	4.946450626
397	4.945610033
398	4.944632154
399	4.943469154
400	4.942290984
401	4.939825446
402	4.938299371
403	4.937486128
404	4.93569632
405	4.934903588
406	4.93361266
407	4.931140961
408	4.930008638
409	4.928903396
410	4.927538757
411	4.927286184
412	4.926743981
413	4.924741717
414	4.923368308
415	4.921705153
416	4.920426738
417	4.920040823
418	4.91775939
419	4.917591297
420	4.916431655
421	4.914757057
422	4.91332206
423	4.910512069
424	4.908362769
425	4.907651892
426	4.906620011
427	4.904426408
428	4.902168066
429	4.90093326
430	4.899531358
431	4.897496123
432	4.896726186
433	4.895775788
434	4.894219882
435	4.893325598
436	4.891980026
437	4.890843604
438	4.889855129
439	4.887764301
440	4.88601204
441	4.885192956
442	4.883803273
443	4.882793077
444	4.882191175
445	4.88150032
446	4.881363028
447	4.880193755
448	4.87877151
449	4.876154413
450	4.874567202
451	4.873851696
452	4.87278759
453	4.871937439
454	4.87125872
455	4.870422129
456	4.870312849
457	4.869856253
458	4.869435819
459	4.867854238
460	4.865729427
461	4.864714237
462	4.863198727
463	4.861621336
464	4.86012851
465	4.859859426
466	4.857605121
467	4.856556731
468	4.855214747
469	4.854781594
470	4.853126651
471	4.852679386
472	4.851361696
473	4.849737153
474	4.848756402
475	4.84777325
476	4.84663877
477	4.845145208
478	4.843442618
479	4.841232849
480	4.840098494
481	4.838185847
482	4.835974622
483	4.834425912
484	4.833475214
485	4.831394897
486	4.829854496
487	4.82746967
488	4.827338978
489	4.824970402
490	4.822738278
491	4.822080155
492	4.821466062
493	4.821146108
494	4.820450863
495	4.820325507
496	4.819503775
497	4.817453074
498	4.816435805
499	4.814253779
500	4.813673696
501	4.811633866
502	4.81006687
503	4.808827315
504	4.807227069
505	4.80649699
506	4.805745827
507	4.803814924
508	4.802230125
509	4.80045309
510	4.799236273
511	4.798029459
512	4.79719788
513	4.795510951
514	4.794516719
515	4.793056656
516	4.789865382
517	4.788974636
518	4.788062775
519	4.787528738
520	4.786492026
521	4.785656654
522	4.784845132
523	4.784063924
524	4.781587379
525	4.78008652
526	4.778612619
527	4.776891401
528	4.775915495
529	4.77490836
530	4.773666157
531	4.771842974
532	4.771150403
533	4.770388015
534	4.769515315
535	4.768578272
536	4.767192316
537	4.766405244
538	4.765058748
539	4.764062127
540	4.762272346
541	4.761669494
542	4.760708994
543	4.760377471
544	4.760274162
545	4.759541158
546	4.758889784
547	4.758651346
548	4.757521535
549	4.756134823
550	4.754377252
551	4.75396403
552	4.752220161
553	4.751559244
554	4.750511477
555	4.748683413
556	4.747468289
557	4.746857916
558	4.745008239
559	4.744583836
560	4.743868835
561	4.742571695
562	4.741807303
563	4.740222221
564	4.739328394
565	4.737442574
566	4.736586108
567	4.735135053
568	4.733129332
569	4.731594051
570	4.731132469
571	4.73106113
572	4.730050795
573	4.7290202
574	4.728294211
575	4.727523047
576	4.727192173
577	4.726252353
578	4.7255316
579	4.72453265
580	4.723891834
581	4.723267807
582	4.722088034
583	4.721202419
584	4.720415499
585	4.718051728
586	4.717383106
587	4.71528755
588	4.71420073
589	4.712906939
590	4.711664943
591	4.710232743
592	4.7096813
593	4.708204158
594	4.706764041
595	4.704918117
596	4.703831263
597	4.703760288
598	4.702882378
599	4.701041514
600	4.700476315
601	4.699074977
602	4.6977749
603	4.695736582
604	4.695095585
605	4.693948644
606	4.693031925
607	4.692930458
608	4.691195843
609	4.689859924
610	4.688479283
611	4.687173564
612	4.686314296
613	4.685315619
614	4.683588449
615	4.682733754
616	4.681728378
617	4.681677094
618	4.681233364
619	4.679613622
620	4.679336795
621	4.678795532
622	4.678698332
623	4.677895215
624	4.677325258
625	4.676722702
626	4.67510104
627	4.674314616
628	4.673806361
629	4.672338475
630	4.670337473
631	4.669696099
632	4.667030856
633	4.666340785
634	4.665710469
635	4.664144252
636	4.663817191
637	4.662974082
638	4.661911061
639	4.661180846
640	4.660652498
641	4.659766782
642	4.658847569
643	4.658508369
644	4.657460151
645	4.657206012
646	4.655945063
647	4.654597323
648	4.653393534
649	4.652046336
650	4.651528366
651	4.649041561
652	4.648559615
653	4.648162904
654	4.646891795
655	4.645891176
656	4.644337657
657	4.643792352
658	4.643235327
659	4.642564693
660	4.642038471
661	4.641128601
662	4.639966062
663	4.638982393
664	4.637446706
665	4.636047586
666	4.633508615
667	4.632333301
668	4.631843315
669	4.630627258
670	4.630529331
671	4.630451737
672	4.629538598
673	4.629295044
674	4.628773457
675	4.628602488
676	4.626450237
677	4.625504851
678	4.624232829
679	4.623085797
680	4.622441234
681	4.621920335
682	4.619629973
683	4.618706119
684	4.618263214
685	4.617159734
686	4.615861461
687	4.614810968
688	4.613451003
689	4.613216259
690	4.61223662
691	4.610770151
692	4.609667934
693	4.609400837
694	4.608949139
695	4.608327586
696	4.607522268
697	4.606951074
698	4.605874546
699	4.605293343
700	4.604828689
701	4.604774834
702	4.604392012
703	4.603092106
704	4.601843343
705	4.600910849
706	4.60035548
707	4.598727115
708	4.598141423
709	4.597062924
710	4.596480436
711	4.595611103
712	4.594933779
713	4.594488352
714	4.593938531
715	4.593083196
716	4.591425216
717	4.59109966
718	4.590025155
719	4.589032909
720	4.588809878
721	4.588258339
722	4.587446064
723	4.586012092
724	4.584474678
725	4.583914176
726	4.58264071
727	4.582529949
728	4.582018306
729	4.580626583
730	4.578457787
731	4.578278526
732	4.577441413
733	4.576141525
734	4.575244877
735	4.574463698
736	4.574285556
737	4.573177381
738	4.572030423
739	4.570963857
740	4.570862979
741	4.570335798
742	4.568687915
743	4.567657034
744	4.567094078
745	4.566377911
746	4.565909534
747	4.565533944
748	4.56523832
749	4.565062356
750	4.563140925
751	4.562186227
752	4.561138223
753	4.559821655
754	4.55853074
755	4.557462317
756	4.557177378
757	4.556657205
758	4.55632202
759	4.555209311
760	4.554664672
761	4.554167663
762	4.552834599
763	4.552472053
764	4.551689107
765	4.551258465
766	4.55094147
767	4.550551304
768	4.5501146
769	4.549682446
770	4.549251527
771	4.549038094
772	4.54807104
773	4.547907764
774	4.547071335
775	4.546644697
776	4.545518304
777	4.544805804
778	4.544024564
779	4.542706124
780	4.542012436
781	4.54189523
782	4.541168279
783	4.540574868
784	4.540487086
785	4.539646266
786	4.538555338
787	4.537513127
788	4.537135889
789	4.535232448
790	4.533974187
791	4.533334271
792	4.532968482
793	4.532519448
794	4.531814057
795	4.531400288
796	4.530584487
797	4.529840855
798	4.529411631
799	4.528428079
800	4.527354179
801	4.527207836
802	4.527067722
803	4.52594691
804	4.52546381
805	4.525402543
806	4.524054914
807	4.523046229
808	4.52234605
809	4.521816887
810	4.521351237
811	4.520555012
812	4.520147571
813	4.519120336
814	4.518821711
815	4.518045807
816	4.517135479
817	4.516651708
818	4.515997171
819	4.514483753
820	4.513569126
821	4.512883065
822	4.511665148
823	4.511465617
824	4.51079809
825	4.510012116
826	4.509262082
827	4.508725698
828	4.507051611
829	4.506919184
830	4.505877625
831	4.504922854
832	4.503115935
833	4.503074223
834	4.502916475
835	4.502024326
836	4.500421087
837	4.500077273
838	4.49976095
839	4.498890703
840	4.497829495
841	4.497744638
842	4.496196921
843	4.495272448
844	4.494145098
845	4.493801101
846	4.493673206
847	4.493479494
848	4.493149524
849	4.49174899
850	4.491007141
851	4.490021149
852	4.489543003
853	4.488594283
854	4.487946223
855	4.487815463
856	4.487076552
857	4.486230382
858	4.484533769
859	4.484151946
860	4.483698967
861	4.483325339
862	4.482875234
863	4.482052159
864	4.481036942
865	4.480419671
866	4.479721785
867	4.479543472
868	4.478789789
869	4.478070299
870	4.477745091
871	4.476389028
872	4.475473608
873	4.475331766
874	4.473246428
875	4.472778918
876	4.472126141
877	4.471831615
878	4.471251057
879	4.469972233
880	4.468833367
881	4.467228161
882	4.466454128
883	4.465264687
884	4.464354364
885	4.463428552
886	4.461629906
887	4.461254924
888	4.461079872
889	4.460718506
890	4.46039958
891	4.46004253
892	4.458999288
893	4.458302786
894	4.45815724
895	4.457300865
896	4.457119399
897	4.456389955
898	4.455796994
899	4.454406248
900	4.454186943
901	4.4538417
902	4.45312107
903	4.452679266
904	4.452004947
905	4.450914124
906	4.449877645
907	4.448990391
908	4.447993601
909	4.447571743
910	4.447217555
911	4.446191946
912	4.446055928
913	4.4452792
914	4.444876411
915	4.444386987
916	4.443981173
917	4.443810723
918	4.443068013
919	4.442638553
920	4.442517017
921	4.44147357
922	4.441157987
923	4.440377762
924	4.439561694
925	4.438471968
926	4.437071356
927	4.436186743
928	4.43530972
929	4.435237443
930	4.434965209
931	4.433306581
932	4.433090847
933	4.4328296
934	4.431805607
935	4.430354697
936	4.429520794
937	4.429190014
938	4.428852798
939	4.427975151
940	4.426673397
941	4.426444862
942	4.425269624
943	4.42452476
944	4.423875378
945	4.422626147
946	4.422134372
947	4.420487834
948	4.419825284
949	4.419147811
950	4.418275153
951	4.41632962
952	4.415706197
953	4.413885147
954	4.413636149
955	4.413479002
956	4.412493544
957	4.411432307
958	4.41046222
959	4.409349534
960	4.40878415
961	4.407558354
962	4.406733497
963	4.406112404
964	4.40462134
965	4.403705677
966	4.402933931
967	4.40120577
968	4.40052967
969	4.399743596
970	4.399681082
971	4.398714251
972	4.397884168
973	4.39722709
974	4.397147802
975	4.396128974
976	4.394789668
977	4.393493829
978	4.393404532
979	4.39257592
980	4.391652211
981	4.390332699
982	4.389950578
983	4.389767627
984	4.389273426
985	4.389021777
986	4.387717929
987	4.387097849
988	4.386859471
989	4.386576136
990	4.38618586
991	4.386063896
992	4.385878197
993	4.384826046
994	4.384653983
995	4.384297477
996	4.38338932
997	4.38261915
998	4.380737023
999	4.379471312
